"Kod";"Nazwa";"Okresy";"Typy aktywności i wskaźniki";"Lokalizacje";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2021";58,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2022";58,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2023";58,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"ogółem";"wartość liczbowa";"2024";58,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2015";51,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2016";52,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2017";55,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2018";56,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2019";55,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2020";56,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2021";56,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2022";58,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2023";59,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"w miastach";"wartość liczbowa";"2024";59,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2015";55,5;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2016";55,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2017";58,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2018";55,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2019";57,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2020";57,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2021";61,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2022";59,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2023";57,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wskaźnik zatrudnienia";"na wsi";"wartość liczbowa";"2024";57,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2015";6,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2016";5,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2017";3,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2018";2,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2019";3,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2020";1,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2021";2,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2022";2,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2023";2,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"ogółem";"wartość liczbowa";"2024";2,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2015";6,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2016";6,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2017";3,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2018";3,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2019";3,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2020";1,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2021";2,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2022";2,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2023";2,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"w miastach";"wartość liczbowa";"2024";1,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2015";6,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2016";5,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2017";3,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2018";2,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2019";2,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2020";1,5;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2021";0,0;"%";"x";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2022";1,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2023";2,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"stopa bezrobocia";"na wsi";"wartość liczbowa";"2024";2,8;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2015";2443;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2016";2792;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2017";2797;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2018";2787;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2019";2823;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2020";2821;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2021";2812;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2022";2809;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2023";2812;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"ogółem";"wartość liczbowa";"2024";2817;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2015";1370;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2016";1544;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2017";1538;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2018";1523;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2019";1554;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2020";1551;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2021";1543;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2022";1535;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2023";1527;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"w miastach";"wartość liczbowa";"2024";1523;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2015";1073;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2016";1248;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2017";1259;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2018";1264;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2019";1269;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2020";1269;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2021";1269;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2022";1274;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2023";1285;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ludność w wieku 15-89 lat";"na wsi";"wartość liczbowa";"2024";1295;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2019";1671;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2020";1626;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2021";1724;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2022";1717;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2023";1683;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"ogółem";"wartość liczbowa";"2024";1694;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2019";892;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2020";878;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2021";925;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2022";917;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2023";899;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"w miastach";"wartość liczbowa";"2024";920;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2019";779;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2020";747;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2021";799;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2022";800;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2023";784;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"aktywni zawodowo";"na wsi";"wartość liczbowa";"2024";775;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2015";1312;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2016";1551;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2017";1639;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2018";1623;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2019";1620;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2020";1597;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2021";1691;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2022";1681;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2023";1657;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"ogółem";"wartość liczbowa";"2024";1658;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2015";726;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2016";852;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2017";887;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2018";869;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2019";867;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2020";864;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2021";901;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2022";892;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2023";881;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"w miastach";"wartość liczbowa";"2024";902;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2015";586;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2016";699;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2017";753;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2018";754;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2019";753;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2020";733;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2021";790;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2022";789;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2023";776;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"pracujący";"na wsi";"wartość liczbowa";"2024";756;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2015";81;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2016";74;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2017";40;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2018";28;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2019";51;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2020";29;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2021";33;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2022";36;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2023";26;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"ogółem";"wartość liczbowa";"2024";36;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2015";40;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2016";43;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2017";25;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2018";16;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2019";25;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2020";14;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2021";25;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2022";25;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2023";18;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"w miastach";"wartość liczbowa";"2024";18;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2015";41;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2016";30;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2017";15;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2018";12;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2019";26;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2020";15;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2021";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2022";11;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2023";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bezrobotni";"na wsi";"wartość liczbowa";"2024";18;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2015";1050;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2016";1167;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2017";1118;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2018";1136;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2019";1152;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2020";1195;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2021";1088;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2022";1091;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2023";1129;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"ogółem";"wartość liczbowa";"2024";1123;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2015";604;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2016";649;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2017";627;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2018";638;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2019";662;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2020";673;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2021";618;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2022";617;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2023";628;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"w miastach";"wartość liczbowa";"2024";603;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2015";446;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2016";518;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2017";492;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2018";498;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2019";490;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2020";522;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2021";470;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"bierni zawodowo";"na wsi";"wartość liczbowa";"2022";474;"tys. osób";"";
