"Kod";"Nazwa";"Okresy";"Płeć";"Czas pracy";"Sekcje wg PKD";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2021";384;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2022";340;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2023";352;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"pełny wymiar";"usługi";"wartość liczbowa";"2024";382;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2021";35;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2022";35;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2023";30;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"ogółem";"wartość liczbowa";"2024";22;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2021";15;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2022";10;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2023";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2024";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2021";13;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2022";21;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2023";25;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"mężczyźni";"niepełny wymiar";"usługi";"wartość liczbowa";"2024";11;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2015";577;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2016";681;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2017";732;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2018";732;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2019";720;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2020";681;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2021";740;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2022";771;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2023";746;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"ogółem";"wartość liczbowa";"2024";759;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";73;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";95;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";89;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";64;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2021";176;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2022";172;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2023";140;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"przemysł i budownictwo";"wartość liczbowa";"2024";148;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2021";491;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2022";503;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2023";513;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"ogółem";"usługi";"wartość liczbowa";"2024";541;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2021";670;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2022";710;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2023";689;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"ogółem";"wartość liczbowa";"2024";692;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";64;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";83;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";80;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";53;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2021";169;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2022";167;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2023";137;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2024";140;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2021";437;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2022";459;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2023";470;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"pełny wymiar";"usługi";"wartość liczbowa";"2024";493;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2021";71;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2022";61;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2023";57;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"ogółem";"wartość liczbowa";"2024";67;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2021";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2022";12;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2023";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"rolnictwo, łowiectwo i leśnictwo; rybactwo";"wartość liczbowa";"2024";11;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2021";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2022";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2023";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"przemysł i budownictwo";"wartość liczbowa";"2024";0;"tys. osób";"x";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2015";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2016";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2017";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2018";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2019";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2020";;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2021";54;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2022";44;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2023";43;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"kobiety";"niepełny wymiar";"usługi";"wartość liczbowa";"2024";48;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2015";1295;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2016";1550;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2017";1613;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2018";1648;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2019";1663;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2020";1628;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2021";1691;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2022";1680;"tys. osób";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"ogółem";"ogółem";"wartość liczbowa";"2023";1662;"tys. osób";"";
