"Kod";"Nazwa";"Okresy";"Wykształcenie";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";56,1;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";19,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";16,3;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";18,1;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";17,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";15,9;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";16,5;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";18,2;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";16,4;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";14,2;"%";"";
1400000;"MAZOWIECKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";14,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2015";57,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2016";57,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2017";59,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2018";57,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2019";58,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2020";57,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2021";60,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2022";60,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2023";60,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"ogółem";"wartość liczbowa";"2024";59,5;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2015";81,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2016";80,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2017";81,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2018";82,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2019";82,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2020";84,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2021";83,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2022";85,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2023";83,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"wyższe";"wartość liczbowa";"2024";81,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";68,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";67,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";67,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";64,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";64,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";62,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";66,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";61,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";60,5;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";64,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";44,5;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";51,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";52,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";45,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";54,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";51,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";63,5;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";59,3;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";56,0;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";58,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";60,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";60,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";62,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";62,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";60,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";58,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";59,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";59,1;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";59,5;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";59,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";17,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";18,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";17,6;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";17,8;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";17,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";15,4;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";15,9;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";19,2;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";18,7;"%";"";
3000000;"WIELKOPOLSKIE";"1 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";13,7;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2015";57,0;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2016";58,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2017";60,0;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2018";59,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2019";59,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2020";57,6;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2021";61,3;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2022";61,1;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2023";59,9;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"ogółem";"wartość liczbowa";"2024";60,1;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2015";81,5;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2016";82,8;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2017";80,3;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2018";81,1;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2019";83,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2020";83,1;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2021";82,9;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2022";85,7;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2023";84,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"wyższe";"wartość liczbowa";"2024";83,1;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";67,0;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";69,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";69,1;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";65,8;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";63,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";63,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";68,3;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";63,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";61,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";65,7;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";47,8;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";51,5;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";52,5;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";50,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";55,5;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";53,7;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";57,9;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";62,8;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";53,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";53,1;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";59,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";60,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";65,0;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";63,8;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";60,5;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";58,6;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";61,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";60,3;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";57,9;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";58,0;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";17,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";16,2;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";17,4;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";17,0;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";17,5;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";14,9;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";17,9;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";19,3;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";16,5;"%";"";
3000000;"WIELKOPOLSKIE";"2 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";13,2;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2015";57,9;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2016";58,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2017";59,7;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2018";60,3;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2019";60,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2020";58,9;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2021";61,7;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2022";61,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2023";60,9;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"ogółem";"wartość liczbowa";"2024";60,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2015";81,8;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2016";82,5;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2017";80,3;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2018";82,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2019";81,8;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2020";82,7;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2021";83,3;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2022";83,4;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2023";81,9;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"wyższe";"wartość liczbowa";"2024";83,8;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";68,7;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";68,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";66,4;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";66,2;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";68,7;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";65,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";68,9;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";66,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";66,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";62,6;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";50,2;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";52,4;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";53,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";52,3;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";57,4;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";50,2;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";51,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";61,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";53,8;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";51,5;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";59,4;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";59,6;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";64,5;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";63,2;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";58,4;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";59,0;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";63,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";60,6;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";58,9;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";56,3;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";18,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";15,5;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";16,4;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";15,8;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";18,5;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";16,7;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";16,7;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";17,3;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";16,1;"%";"";
3000000;"WIELKOPOLSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";17,3;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2015";57,6;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2016";58,4;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2017";57,7;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2018";59,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2019";58,8;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2020";57,6;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2021";60,6;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2022";60,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2023";60,8;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2024";59,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2015";80,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2016";82,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2017";81,5;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2018";83,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2019";83,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2020";83,1;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2021";84,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2022";82,2;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2023";80,4;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2024";82,4;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";68,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";67,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";64,1;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";67,5;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";66,9;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";61,0;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";66,4;"%";"";
3000000;"WIELKOPOLSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";63,0;"%";"";
